REF_DATE,GEO,DGUID,Disability type,Age group,Sex,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2012,Nova Scotia,2016A000212,Seeing,75 years and over,Both sexes,Number,223,units ,0,v87225937,4.1.8.1,6270,,,,0
2012,Nova Scotia,2016A000212,Seeing,75 years and over,Males,Number,223,units ,0,v87225938,4.1.8.2,2060,E,,,0
2012,Nova Scotia,2016A000212,Seeing,75 years and over,Females,Number,223,units ,0,v87225939,4.1.8.3,4210,E,,,0
2012,Nova Scotia,2016A000212,Hearing,"Total,15 years and over",Both sexes,Number,223,units ,0,v87225940,4.2.1.1,36460,,,,0
2012,Nova Scotia,2016A000212,Hearing,"Total,15 years and over",Males,Number,223,units ,0,v87225941,4.2.1.2,21500,,,,0
2012,Nova Scotia,2016A000212,Hearing,"Total,15 years and over",Females,Number,223,units ,0,v87225942,4.2.1.3,14960,,,,0
2012,Nova Scotia,2016A000212,Hearing,15 to 64 years,Both sexes,Number,223,units ,0,v87225943,4.2.2.1,19130,,,,0
2012,Nova Scotia,2016A000212,Hearing,15 to 64 years,Males,Number,223,units ,0,v87225944,4.2.2.2,10730,,,,0
2012,Nova Scotia,2016A000212,Hearing,15 to 64 years,Females,Number,223,units ,0,v87225945,4.2.2.3,8400,,,,0
2012,Nova Scotia,2016A000212,Hearing,15 to 24 years,Both sexes,Number,223,units ,0,v87225946,4.2.3.1,880,E,,,0
2012,Nova Scotia,2016A000212,Hearing,15 to 24 years,Males,Number,223,units ,0,v87225947,4.2.3.2,,F,,,0
2012,Nova Scotia,2016A000212,Hearing,15 to 24 years,Females,Number,223,units ,0,v87225948,4.2.3.3,,F,,,0
2012,Nova Scotia,2016A000212,Hearing,25 to 44 years,Both sexes,Number,223,units ,0,v87225949,4.2.4.1,2990,,,,0
2012,Nova Scotia,2016A000212,Hearing,25 to 44 years,Males,Number,223,units ,0,v87225950,4.2.4.2,1360,E,,,0
2012,Nova Scotia,2016A000212,Hearing,25 to 44 years,Females,Number,223,units ,0,v87225951,4.2.4.3,1630,E,,,0
2012,Nova Scotia,2016A000212,Hearing,45 to 64 years,Both sexes,Number,223,units ,0,v87225952,4.2.5.1,15260,,,,0
2012,Nova Scotia,2016A000212,Hearing,45 to 64 years,Males,Number,223,units ,0,v87225953,4.2.5.2,8960,,,,0
2012,Nova Scotia,2016A000212,Hearing,45 to 64 years,Females,Number,223,units ,0,v87225954,4.2.5.3,6290,E,,,0
2012,Nova Scotia,2016A000212,Hearing,65 years and over,Both sexes,Number,223,units ,0,v87225955,4.2.6.1,17330,,,,0
2012,Nova Scotia,2016A000212,Hearing,65 years and over,Males,Number,223,units ,0,v87225956,4.2.6.2,10780,,,,0
2012,Nova Scotia,2016A000212,Hearing,65 years and over,Females,Number,223,units ,0,v87225957,4.2.6.3,6560,,,,0
2012,Nova Scotia,2016A000212,Hearing,65 to 74 years,Both sexes,Number,223,units ,0,v87225958,4.2.7.1,7900,,,,0
2012,Nova Scotia,2016A000212,Hearing,65 to 74 years,Males,Number,223,units ,0,v87225959,4.2.7.2,5490,,,,0
2012,Nova Scotia,2016A000212,Hearing,65 to 74 years,Females,Number,223,units ,0,v87225960,4.2.7.3,2410,E,,,0
2012,Nova Scotia,2016A000212,Hearing,75 years and over,Both sexes,Number,223,units ,0,v87225961,4.2.8.1,9430,,,,0
2012,Nova Scotia,2016A000212,Hearing,75 years and over,Males,Number,223,units ,0,v87225962,4.2.8.2,5290,,,,0
2012,Nova Scotia,2016A000212,Hearing,75 years and over,Females,Number,223,units ,0,v87225963,4.2.8.3,4150,E,,,0
2012,Nova Scotia,2016A000212,Mobility,"Total,15 years and over",Both sexes,Number,223,units ,0,v87225964,4.3.1.1,76380,,,,0
2012,Nova Scotia,2016A000212,Mobility,"Total,15 years and over",Males,Number,223,units ,0,v87225965,4.3.1.2,34550,,,,0
2012,Nova Scotia,2016A000212,Mobility,"Total,15 years and over",Females,Number,223,units ,0,v87225966,4.3.1.3,41820,,,,0
2012,Nova Scotia,2016A000212,Mobility,15 to 64 years,Both sexes,Number,223,units ,0,v87225967,4.3.2.1,42210,,,,0
2012,Nova Scotia,2016A000212,Mobility,15 to 64 years,Males,Number,223,units ,0,v87225968,4.3.2.2,18070,,,,0
2012,Nova Scotia,2016A000212,Mobility,15 to 64 years,Females,Number,223,units ,0,v87225969,4.3.2.3,24140,,,,0
2012,Nova Scotia,2016A000212,Mobility,15 to 24 years,Both sexes,Number,223,units ,0,v87225970,4.3.3.1,1290,,,,0
2012,Nova Scotia,2016A000212,Mobility,15 to 24 years,Males,Number,223,units ,0,v87225971,4.3.3.2,710,E,,,0
2012,Nova Scotia,2016A000212,Mobility,15 to 24 years,Females,Number,223,units ,0,v87225972,4.3.3.3,580,E,,,0
2012,Nova Scotia,2016A000212,Mobility,25 to 44 years,Both sexes,Number,223,units ,0,v87225973,4.3.4.1,8050,,,,0
2012,Nova Scotia,2016A000212,Mobility,25 to 44 years,Males,Number,223,units ,0,v87225974,4.3.4.2,3060,,,,0
2012,Nova Scotia,2016A000212,Mobility,25 to 44 years,Females,Number,223,units ,0,v87225975,4.3.4.3,4990,,,,0
2012,Nova Scotia,2016A000212,Mobility,45 to 64 years,Both sexes,Number,223,units ,0,v87225976,4.3.5.1,32870,,,,0
2012,Nova Scotia,2016A000212,Mobility,45 to 64 years,Males,Number,223,units ,0,v87225977,4.3.5.2,14300,,,,0
2012,Nova Scotia,2016A000212,Mobility,45 to 64 years,Females,Number,223,units ,0,v87225978,4.3.5.3,18570,,,,0
2012,Nova Scotia,2016A000212,Mobility,65 years and over,Both sexes,Number,223,units ,0,v87225979,4.3.6.1,34170,,,,0
2012,Nova Scotia,2016A000212,Mobility,65 years and over,Males,Number,223,units ,0,v87225980,4.3.6.2,16480,,,,0
2012,Nova Scotia,2016A000212,Mobility,65 years and over,Females,Number,223,units ,0,v87225981,4.3.6.3,17690,,,,0
2012,Nova Scotia,2016A000212,Mobility,65 to 74 years,Both sexes,Number,223,units ,0,v87225982,4.3.7.1,17260,,,,0
2012,Nova Scotia,2016A000212,Mobility,65 to 74 years,Males,Number,223,units ,0,v87225983,4.3.7.2,8520,,,,0
2012,Nova Scotia,2016A000212,Mobility,65 to 74 years,Females,Number,223,units ,0,v87225984,4.3.7.3,8740,,,,0
2012,Nova Scotia,2016A000212,Mobility,75 years and over,Both sexes,Number,223,units ,0,v87225985,4.3.8.1,16910,,,,0
2012,Nova Scotia,2016A000212,Mobility,75 years and over,Males,Number,223,units ,0,v87225986,4.3.8.2,7970,,,,0
2012,Nova Scotia,2016A000212,Mobility,75 years and over,Females,Number,223,units ,0,v87225987,4.3.8.3,8940,,,,0
2012,Nova Scotia,2016A000212,Flexibility,"Total,15 years and over",Both sexes,Number,223,units ,0,v87225988,4.4.1.1,79360,,,,0
2012,Nova Scotia,2016A000212,Flexibility,"Total,15 years and over",Males,Number,223,units ,0,v87225989,4.4.1.2,37220,,,,0
2012,Nova Scotia,2016A000212,Flexibility,"Total,15 years and over",Females,Number,223,units ,0,v87225990,4.4.1.3,42140,,,,0
2012,Nova Scotia,2016A000212,Flexibility,15 to 64 years,Both sexes,Number,223,units ,0,v87225991,4.4.2.1,48860,,,,0
2012,Nova Scotia,2016A000212,Flexibility,15 to 64 years,Males,Number,223,units ,0,v87225992,4.4.2.2,22300,,,,0
2012,Nova Scotia,2016A000212,Flexibility,15 to 64 years,Females,Number,223,units ,0,v87225993,4.4.2.3,26560,,,,0
2012,Nova Scotia,2016A000212,Flexibility,15 to 24 years,Both sexes,Number,223,units ,0,v87225994,4.4.3.1,1180,,,,0
2012,Nova Scotia,2016A000212,Flexibility,15 to 24 years,Males,Number,223,units ,0,v87225995,4.4.3.2,480,E,,,0
2012,Nova Scotia,2016A000212,Flexibility,15 to 24 years,Females,Number,223,units ,0,v87225996,4.4.3.3,700,E,,,0
2012,Nova Scotia,2016A000212,Flexibility,25 to 44 years,Both sexes,Number,223,units ,0,v87225997,4.4.4.1,8680,,,,0
2012,Nova Scotia,2016A000212,Flexibility,25 to 44 years,Males,Number,223,units ,0,v87225998,4.4.4.2,3770,,,,0
2012,Nova Scotia,2016A000212,Flexibility,25 to 44 years,Females,Number,223,units ,0,v87225999,4.4.4.3,4910,,,,0
2012,Nova Scotia,2016A000212,Flexibility,45 to 64 years,Both sexes,Number,223,units ,0,v87226000,4.4.5.1,39000,,,,0
2012,Nova Scotia,2016A000212,Flexibility,45 to 64 years,Males,Number,223,units ,0,v87226001,4.4.5.2,18050,,,,0
2012,Nova Scotia,2016A000212,Flexibility,45 to 64 years,Females,Number,223,units ,0,v87226002,4.4.5.3,20950,,,,0
2012,Nova Scotia,2016A000212,Flexibility,65 years and over,Both sexes,Number,223,units ,0,v87226003,4.4.6.1,30500,,,,0
2012,Nova Scotia,2016A000212,Flexibility,65 years and over,Males,Number,223,units ,0,v87226004,4.4.6.2,14920,,,,0
2012,Nova Scotia,2016A000212,Flexibility,65 years and over,Females,Number,223,units ,0,v87226005,4.4.6.3,15580,,,,0
2012,Nova Scotia,2016A000212,Flexibility,65 to 74 years,Both sexes,Number,223,units ,0,v87226006,4.4.7.1,14980,,,,0
2012,Nova Scotia,2016A000212,Flexibility,65 to 74 years,Males,Number,223,units ,0,v87226007,4.4.7.2,7490,,,,0
2012,Nova Scotia,2016A000212,Flexibility,65 to 74 years,Females,Number,223,units ,0,v87226008,4.4.7.3,7490,,,,0
2012,Nova Scotia,2016A000212,Flexibility,75 years and over,Both sexes,Number,223,units ,0,v87226009,4.4.8.1,15520,,,,0
2012,Nova Scotia,2016A000212,Flexibility,75 years and over,Males,Number,223,units ,0,v87226010,4.4.8.2,7420,,,,0
2012,Nova Scotia,2016A000212,Flexibility,75 years and over,Females,Number,223,units ,0,v87226011,4.4.8.3,8090,,,,0
2012,Nova Scotia,2016A000212,Dexterity,"Total,15 years and over",Both sexes,Number,223,units ,0,v87226012,4.5.1.1,35610,,,,0
2012,Nova Scotia,2016A000212,Dexterity,"Total,15 years and over",Males,Number,223,units ,0,v87226013,4.5.1.2,17430,,,,0
2012,Nova Scotia,2016A000212,Dexterity,"Total,15 years and over",Females,Number,223,units ,0,v87226014,4.5.1.3,18180,,,,0
2012,Nova Scotia,2016A000212,Dexterity,15 to 64 years,Both sexes,Number,223,units ,0,v87226015,4.5.2.1,21000,,,,0
2012,Nova Scotia,2016A000212,Dexterity,15 to 64 years,Males,Number,223,units ,0,v87226016,4.5.2.2,9270,,,,0
2012,Nova Scotia,2016A000212,Dexterity,15 to 64 years,Females,Number,223,units ,0,v87226017,4.5.2.3,11730,,,,0
2012,Nova Scotia,2016A000212,Dexterity,15 to 24 years,Both sexes,Number,223,units ,0,v87226018,4.5.3.1,630,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,15 to 24 years,Males,Number,223,units ,0,v87226019,4.5.3.2,350,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,15 to 24 years,Females,Number,223,units ,0,v87226020,4.5.3.3,280,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,25 to 44 years,Both sexes,Number,223,units ,0,v87226021,4.5.4.1,3670,,,,0
2012,Nova Scotia,2016A000212,Dexterity,25 to 44 years,Males,Number,223,units ,0,v87226022,4.5.4.2,1580,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,25 to 44 years,Females,Number,223,units ,0,v87226023,4.5.4.3,2090,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,45 to 64 years,Both sexes,Number,223,units ,0,v87226024,4.5.5.1,16700,,,,0
2012,Nova Scotia,2016A000212,Dexterity,45 to 64 years,Males,Number,223,units ,0,v87226025,4.5.5.2,7340,,,,0
2012,Nova Scotia,2016A000212,Dexterity,45 to 64 years,Females,Number,223,units ,0,v87226026,4.5.5.3,9360,,,,0
2012,Nova Scotia,2016A000212,Dexterity,65 years and over,Both sexes,Number,223,units ,0,v87226027,4.5.6.1,14610,,,,0
2012,Nova Scotia,2016A000212,Dexterity,65 years and over,Males,Number,223,units ,0,v87226028,4.5.6.2,8160,,,,0
2012,Nova Scotia,2016A000212,Dexterity,65 years and over,Females,Number,223,units ,0,v87226029,4.5.6.3,6450,,,,0
2012,Nova Scotia,2016A000212,Dexterity,65 to 74 years,Both sexes,Number,223,units ,0,v87226030,4.5.7.1,7130,,,,0
2012,Nova Scotia,2016A000212,Dexterity,65 to 74 years,Males,Number,223,units ,0,v87226031,4.5.7.2,4590,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,65 to 74 years,Females,Number,223,units ,0,v87226032,4.5.7.3,2540,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,75 years and over,Both sexes,Number,223,units ,0,v87226033,4.5.8.1,7480,,,,0
2012,Nova Scotia,2016A000212,Dexterity,75 years and over,Males,Number,223,units ,0,v87226034,4.5.8.2,3570,E,,,0
2012,Nova Scotia,2016A000212,Dexterity,75 years and over,Females,Number,223,units ,0,v87226035,4.5.8.3,3910,E,,,0
2012,Nova Scotia,2016A000212,Pain,"Total,15 years and over",Both sexes,Number,223,units ,0,v87226036,4.6.1.1,104750,,,,0
2012,Nova Scotia,2016A000212,Pain,"Total,15 years and over",Males,Number,223,units ,0,v87226037,4.6.1.2,46650,,,,0
2012,Nova Scotia,2016A000212,Pain,"Total,15 years and over",Females,Number,223,units ,0,v87226038,4.6.1.3,58100,,,,0
2012,Nova Scotia,2016A000212,Pain,15 to 64 years,Both sexes,Number,223,units ,0,v87226039,4.6.2.1,68800,,,,0
2012,Nova Scotia,2016A000212,Pain,15 to 64 years,Males,Number,223,units ,0,v87226040,4.6.2.2,30100,,,,0
2012,Nova Scotia,2016A000212,Pain,15 to 64 years,Females,Number,223,units ,0,v87226041,4.6.2.3,38700,,,,0
2012,Nova Scotia,2016A000212,Pain,15 to 24 years,Both sexes,Number,223,units ,0,v87226042,4.6.3.1,2800,,,,0
2012,Nova Scotia,2016A000212,Pain,15 to 24 years,Males,Number,223,units ,0,v87226043,4.6.3.2,1150,,,,0
2012,Nova Scotia,2016A000212,Pain,15 to 24 years,Females,Number,223,units ,0,v87226044,4.6.3.3,1650,,,,0
2012,Nova Scotia,2016A000212,Pain,25 to 44 years,Both sexes,Number,223,units ,0,v87226045,4.6.4.1,15420,,,,0
2012,Nova Scotia,2016A000212,Pain,25 to 44 years,Males,Number,223,units ,0,v87226046,4.6.4.2,5790,,,,0
2012,Nova Scotia,2016A000212,Pain,25 to 44 years,Females,Number,223,units ,0,v87226047,4.6.4.3,9640,,,,0
2012,Nova Scotia,2016A000212,Pain,45 to 64 years,Both sexes,Number,223,units ,0,v87226048,4.6.5.1,50570,,,,0
2012,Nova Scotia,2016A000212,Pain,45 to 64 years,Males,Number,223,units ,0,v87226049,4.6.5.2,23160,,,,0
2012,Nova Scotia,2016A000212,Pain,45 to 64 years,Females,Number,223,units ,0,v87226050,4.6.5.3,27410,,,,0
2012,Nova Scotia,2016A000212,Pain,65 years and over,Both sexes,Number,223,units ,0,v87226051,4.6.6.1,35960,,,,0
2012,Nova Scotia,2016A000212,Pain,65 years and over,Males,Number,223,units ,0,v87226052,4.6.6.2,16560,,,,0
2012,Nova Scotia,2016A000212,Pain,65 years and over,Females,Number,223,units ,0,v87226053,4.6.6.3,19400,,,,0
2012,Nova Scotia,2016A000212,Pain,65 to 74 years,Both sexes,Number,223,units ,0,v87226054,4.6.7.1,18990,,,,0
2012,Nova Scotia,2016A000212,Pain,65 to 74 years,Males,Number,223,units ,0,v87226055,4.6.7.2,8600,,,,0
2012,Nova Scotia,2016A000212,Pain,65 to 74 years,Females,Number,223,units ,0,v87226056,4.6.7.3,10390,,,,0
2012,Nova Scotia,2016A000212,Pain,75 years and over,Both sexes,Number,223,units ,0,v87226057,4.6.8.1,16970,,,,0
2012,Nova Scotia,2016A000212,Pain,75 years and over,Males,Number,223,units ,0,v87226058,4.6.8.2,7960,,,,0
2012,Nova Scotia,2016A000212,Pain,75 years and over,Females,Number,223,units ,0,v87226059,4.6.8.3,9010,,,,0
2012,Nova Scotia,2016A000212,Learning,"Total,15 years and over",Both sexes,Number,223,units ,0,v87226060,4.7.1.1,18700,,,,0
2012,Nova Scotia,2016A000212,Learning,"Total,15 years and over",Males,Number,223,units ,0,v87226061,4.7.1.2,9750,,,,0
2012,Nova Scotia,2016A000212,Learning,"Total,15 years and over",Females,Number,223,units ,0,v87226062,4.7.1.3,8940,,,,0
2012,Nova Scotia,2016A000212,Learning,15 to 64 years,Both sexes,Number,223,units ,0,v87226063,4.7.2.1,15370,,,,0
2012,Nova Scotia,2016A000212,Learning,15 to 64 years,Males,Number,223,units ,0,v87226064,4.7.2.2,7880,,,,0
2012,Nova Scotia,2016A000212,Learning,15 to 64 years,Females,Number,223,units ,0,v87226065,4.7.2.3,7490,,,,0
2012,Nova Scotia,2016A000212,Learning,15 to 24 years,Both sexes,Number,223,units ,0,v87226066,4.7.3.1,3430,,,,0
2012,Nova Scotia,2016A000212,Learning,15 to 24 years,Males,Number,223,units ,0,v87226067,4.7.3.2,2090,,,,0
2012,Nova Scotia,2016A000212,Learning,15 to 24 years,Females,Number,223,units ,0,v87226068,4.7.3.3,1350,E,,,0
2012,Nova Scotia,2016A000212,Learning,25 to 44 years,Both sexes,Number,223,units ,0,v87226069,4.7.4.1,4490,,,,0
2012,Nova Scotia,2016A000212,Learning,25 to 44 years,Males,Number,223,units ,0,v87226070,4.7.4.2,1800,E,,,0
2012,Nova Scotia,2016A000212,Learning,25 to 44 years,Females,Number,223,units ,0,v87226071,4.7.4.3,2700,,,,0
2012,Nova Scotia,2016A000212,Learning,45 to 64 years,Both sexes,Number,223,units ,0,v87226072,4.7.5.1,7440,,,,0
2012,Nova Scotia,2016A000212,Learning,45 to 64 years,Males,Number,223,units ,0,v87226073,4.7.5.2,4000,E,,,0
2012,Nova Scotia,2016A000212,Learning,45 to 64 years,Females,Number,223,units ,0,v87226074,4.7.5.3,3450,E,,,0
2012,Nova Scotia,2016A000212,Learning,65 years and over,Both sexes,Number,223,units ,0,v87226075,4.7.6.1,3320,E,,,0
2012,Nova Scotia,2016A000212,Learning,65 years and over,Males,Number,223,units ,0,v87226076,4.7.6.2,1870,E,,,0
2012,Nova Scotia,2016A000212,Learning,65 years and over,Females,Number,223,units ,0,v87226077,4.7.6.3,1450,E,,,0
2012,Nova Scotia,2016A000212,Learning,65 to 74 years,Both sexes,Number,223,units ,0,v87226078,4.7.7.1,2070,E,,,0
2012,Nova Scotia,2016A000212,Learning,65 to 74 years,Males,Number,223,units ,0,v87226079,4.7.7.2,,F,,,0
2012,Nova Scotia,2016A000212,Learning,65 to 74 years,Females,Number,223,units ,0,v87226080,4.7.7.3,,F,,,0
2012,Nova Scotia,2016A000212,Learning,75 years and over,Both sexes,Number,223,units ,0,v87226081,4.7.8.1,1250,E,,,0
2012,Nova Scotia,2016A000212,Learning,75 years and over,Males,Number,223,units ,0,v87226082,4.7.8.2,,F,,,0
2012,Nova Scotia,2016A000212,Learning,75 years and over,Females,Number,223,units ,0,v87226083,4.7.8.3,700,E,,,0
2012,Nova Scotia,2016A000212,Memory,"Total,15 years and over",Both sexes,Number,223,units ,0,v87226084,4.8.1.1,19480,,,,0
2012,Nova Scotia,2016A000212,Memory,"Total,15 years and over",Males,Number,223,units ,0,v87226085,4.8.1.2,10290,,,,0
2012,Nova Scotia,2016A000212,Memory,"Total,15 years and over",Females,Number,223,units ,0,v87226086,4.8.1.3,9190,,,,0
2012,Nova Scotia,2016A000212,Memory,15 to 64 years,Both sexes,Number,223,units ,0,v87226087,4.8.2.1,13190,,,,0
2012,Nova Scotia,2016A000212,Memory,15 to 64 years,Males,Number,223,units ,0,v87226088,4.8.2.2,6730,,,,0
2012,Nova Scotia,2016A000212,Memory,15 to 64 years,Females,Number,223,units ,0,v87226089,4.8.2.3,6460,,,,0
2012,Nova Scotia,2016A000212,Memory,15 to 24 years,Both sexes,Number,223,units ,0,v87226090,4.8.3.1,1260,,,,0
2012,Nova Scotia,2016A000212,Memory,15 to 24 years,Males,Number,223,units ,0,v87226091,4.8.3.2,690,E,,,0
2012,Nova Scotia,2016A000212,Memory,15 to 24 years,Females,Number,223,units ,0,v87226092,4.8.3.3,560,E,,,0
2012,Nova Scotia,2016A000212,Memory,25 to 44 years,Both sexes,Number,223,units ,0,v87226093,4.8.4.1,3040,,,,0
2012,Nova Scotia,2016A000212,Memory,25 to 44 years,Males,Number,223,units ,0,v87226094,4.8.4.2,1500,E,,,0
2012,Nova Scotia,2016A000212,Memory,25 to 44 years,Females,Number,223,units ,0,v87226095,4.8.4.3,1550,E,,,0
2012,Nova Scotia,2016A000212,Memory,45 to 64 years,Both sexes,Number,223,units ,0,v87226096,4.8.5.1,8890,,,,0
2012,Nova Scotia,2016A000212,Memory,45 to 64 years,Males,Number,223,units ,0,v87226097,4.8.5.2,4540,E,,,0
2012,Nova Scotia,2016A000212,Memory,45 to 64 years,Females,Number,223,units ,0,v87226098,4.8.5.3,4350,E,,,0
2012,Nova Scotia,2016A000212,Memory,65 years and over,Both sexes,Number,223,units ,0,v87226099,4.8.6.1,6290,,,,0
2012,Nova Scotia,2016A000212,Memory,65 years and over,Males,Number,223,units ,0,v87226100,4.8.6.2,3560,E,,,0
2012,Nova Scotia,2016A000212,Memory,65 years and over,Females,Number,223,units ,0,v87226101,4.8.6.3,2730,E,,,0
2012,Nova Scotia,2016A000212,Memory,65 to 74 years,Both sexes,Number,223,units ,0,v87226102,4.8.7.1,2210,E,,,0
2012,Nova Scotia,2016A000212,Memory,65 to 74 years,Males,Number,223,units ,0,v87226103,4.8.7.2,1070,E,,,0
2012,Nova Scotia,2016A000212,Memory,65 to 74 years,Females,Number,223,units ,0,v87226104,4.8.7.3,,F,,,0
2012,Nova Scotia,2016A000212,Memory,75 years and over,Both sexes,Number,223,units ,0,v87226105,4.8.8.1,4080,,,,0
2012,Nova Scotia,2016A000212,Memory,75 years and over,Males,Number,223,units ,0,v87226106,4.8.8.2,2490,E,,,0
2012,Nova Scotia,2016A000212,Memory,75 years and over,Females,Number,223,units ,0,v87226107,4.8.8.3,1590,E,,,0
2012,Nova Scotia,2016A000212,Developmental,"Total,15 years and over",Both sexes,Number,223,units ,0,v87226108,4.9.1.1,3920,,,,0
2012,Nova Scotia,2016A000212,Developmental,"Total,15 years and over",Males,Number,223,units ,0,v87226109,4.9.1.2,2520,,,,0
2012,Nova Scotia,2016A000212,Developmental,"Total,15 years and over",Females,Number,223,units ,0,v87226110,4.9.1.3,1400,E,,,0
2012,Nova Scotia,2016A000212,Developmental,15 to 64 years,Both sexes,Number,223,units ,0,v87226111,4.9.2.1,3710,,,,0
2012,Nova Scotia,2016A000212,Developmental,15 to 64 years,Males,Number,223,units ,0,v87226112,4.9.2.2,2350,,,,0
2012,Nova Scotia,2016A000212,Developmental,15 to 64 years,Females,Number,223,units ,0,v87226113,4.9.2.3,1360,E,,,0
2012,Nova Scotia,2016A000212,Developmental,15 to 24 years,Both sexes,Number,223,units ,0,v87226114,4.9.3.1,1420,,,,0
2012,Nova Scotia,2016A000212,Developmental,15 to 24 years,Males,Number,223,units ,0,v87226115,4.9.3.2,990,E,,,0
2012,Nova Scotia,2016A000212,Developmental,15 to 24 years,Females,Number,223,units ,0,v87226116,4.9.3.3,430,E,,,0
2012,Nova Scotia,2016A000212,Developmental,25 to 44 years,Both sexes,Number,223,units ,0,v87226117,4.9.4.1,1340,E,,,0
2012,Nova Scotia,2016A000212,Developmental,25 to 44 years,Males,Number,223,units ,0,v87226118,4.9.4.2,780,E,,,0
2012,Nova Scotia,2016A000212,Developmental,25 to 44 years,Females,Number,223,units ,0,v87226119,4.9.4.3,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,45 to 64 years,Both sexes,Number,223,units ,0,v87226120,4.9.5.1,960,E,,,0
2012,Nova Scotia,2016A000212,Developmental,45 to 64 years,Males,Number,223,units ,0,v87226121,4.9.5.2,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,45 to 64 years,Females,Number,223,units ,0,v87226122,4.9.5.3,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,65 years and over,Both sexes,Number,223,units ,0,v87226123,4.9.6.1,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,65 years and over,Males,Number,223,units ,0,v87226124,4.9.6.2,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,65 years and over,Females,Number,223,units ,0,v87226125,4.9.6.3,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,65 to 74 years,Both sexes,Number,223,units ,0,v87226126,4.9.7.1,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,65 to 74 years,Males,Number,223,units ,0,v87226127,4.9.7.2,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,65 to 74 years,Females,Number,223,units ,0,v87226128,4.9.7.3,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,75 years and over,Both sexes,Number,223,units ,0,v87226129,4.9.8.1,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,75 years and over,Males,Number,223,units ,0,v87226130,4.9.8.2,,F,,,0
2012,Nova Scotia,2016A000212,Developmental,75 years and over,Females,Number,223,units ,0,v87226131,4.9.8.3,,F,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,"Total,15 years and over",Both sexes,Number,223,units ,0,v87226132,4.10.1.1,34110,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,"Total,15 years and over",Males,Number,223,units ,0,v87226133,4.10.1.2,13210,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,"Total,15 years and over",Females,Number,223,units ,0,v87226134,4.10.1.3,20900,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,15 to 64 years,Both sexes,Number,223,units ,0,v87226135,4.10.2.1,28390,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,15 to 64 years,Males,Number,223,units ,0,v87226136,4.10.2.2,10380,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,15 to 64 years,Females,Number,223,units ,0,v87226137,4.10.2.3,18020,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,15 to 24 years,Both sexes,Number,223,units ,0,v87226138,4.10.3.1,3420,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,15 to 24 years,Males,Number,223,units ,0,v87226139,4.10.3.2,1690,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,15 to 24 years,Females,Number,223,units ,0,v87226140,4.10.3.3,1730,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,25 to 44 years,Both sexes,Number,223,units ,0,v87226141,4.10.4.1,7950,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,25 to 44 years,Males,Number,223,units ,0,v87226142,4.10.4.2,2230,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,25 to 44 years,Females,Number,223,units ,0,v87226143,4.10.4.3,5710,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,45 to 64 years,Both sexes,Number,223,units ,0,v87226144,4.10.5.1,17020,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,45 to 64 years,Males,Number,223,units ,0,v87226145,4.10.5.2,6450,E,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,45 to 64 years,Females,Number,223,units ,0,v87226146,4.10.5.3,10570,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,65 years and over,Both sexes,Number,223,units ,0,v87226147,4.10.6.1,5720,,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,65 years and over,Males,Number,223,units ,0,v87226148,4.10.6.2,2830,E,,,0
2012,Nova Scotia,2016A000212,Mental and/or psychological,65 years and over,Females,Number,223,units ,0,v87226149,4.10.6.3,2890,E,,,0
